Feed,Sentiment
 كوابيس بيروت الرواية التي تحكي عن فضاعات شعبنا العربي بإلتهابها سحرها خيالها الذي لا يمنع وجود الحقيقة البشعة وسط كل هذا الدمار غارقة في الدم وواسعة بحجم وطن سقط في وجه الحرب طويلا خرج مبتور الجناح كل الحقيقة عن الآم الشعب اللبناني حكته غاد,Positive
هو جزء من كتاب العلمانية لنفس الملف,Positive
روايه جيده ولغه سليمه سرد جيد للاحداث ورسم واضح للشخصيات وتفاعلاتها مع الطبيعه الصعبه والفقيره لمنطقه البحيرات شمال مصر الكاتب عايش الحياه في تلك المنطقه وبالتالي كان وصفه للمكان وللشخصيات الكادحه في تلك المنطقه تفاعلاتها احباطاتها احلامها المتواضعه مفعم بالصدق والاحاسيس الصادقه ,Positive
احببت هذه الروايه وهي تجربتي الثانيه مع الرائعه رضوي عشور النضال الحروب المظاهرات الاعتراض الاعتقال المعتقلات تناولت رضوي عشور كل هذا بمنتهي السلاسه والعبقريه في روايه سيره ذاتيه لندي التي عاشت حياه المعتقلات لثلاث اجيال ابيها هي نفسها اخيها الاصغر تحتوي هذه الروايه علي كثير من المعلومات من كواليس المظاهرات الحروب من الي مزالت رضوي عشور تتربع علي عرش المفضلين لدي من الك تاب اظن ستظل مدي الحياه,Positive
ما لم يعجبني بها هو ظهور جلال المفاجئ وشعرت وكان الكاتب اظهره لينهي الروايه وايضا لينهيها بطريقه حزينه ليس اكثر وهناك بعض الاخطاء الكتابيه او المطبعيه بالكلام ,Positive
كتاب رائع الفكرة رائعة الكلمات بسيطة التركيب عميقة المعنى مع اللوحات الرائعة تفتح نوافذ التسالات داخلك كتاب أعدت قرائته ثلاث مرات متتالية من لحظة ما أمسكته شكر خاص للرفيق مينا ساهر على ترشيحه هذا الكتاب ,Positive
فعلا من أقوي الروايات العربية اللي قرأتها من سنين,Positive
لذيذ ومسلي ,Positive
راائعه جدا فيها صدق كبير العاطفه استمعت بكل ورقه منها انصح الجميع بقرائتها لمن يهوى التشبيهات والصور الجماليه والغزل العميق والمشاعر المرهفه هذه هي الروايه الجميله ولو انها كان فيها نوع من اللامطقيه ولكن مازالت جميله,Positive
من اجمل الكتب التحفيزيه للذات المصاحبه ببعض القصص الواقعيه لشخصيات معروفه ومشهوره تبين كيف انتقلووا بذاتهم من الظلام الى النور او طريقة انتقالهم من اليأس الى النجاح بتحفيز ذاتي,Positive
 ين ال وا اه وا لل نت وا يلا حسبي الله ونعم الوكيل اللهم فك اسر جميع الاسرى يا رب وعليك بالسجانين وعملائهم طوبى للشهداء وطوبى للمرابطين,Positive
جميعا يعرف قول المتنبي أغاي الد ين أن وا ار يا الأ خاط به أهل صر ويلي مابيعرفه هلأ بيصير بيعرف متلي يعني هذا كتاب ناجح ناجح ناجح كتب فيه الكاتب مقالات ينتقد فيها وضع الإنسان بشكل عام فمرة خصص وضع الأغنياء الأثرياء وطمعهم في المال وعدم تفكيرهم بآخرتهم ولهوثهم وراء مصادر جمع المال على حساب الفقراء ومرة تكلم عن أفكار ووقائع اجتماعية وفي كل مقال لا لا ليست مقالات بل قصص تصويرية أنا برأيي الأسلوب التصويري والتشخيصي يثر بالقارئ ألف مرة أكثر من الاسلوب العلمي الجامد البحت ختم الكاتب كل قصة بجملة أو موقف يجعلك تفكر تفكر وتفكر فكل خاتمة تعني معنى ما أنا بجد فرحانة إني قرأت هذا الكتاب أحلى قصة تصويره جهنم الوصف والأسلوب الساخر بأصحاب النار رهييب يعني لطالما سمعنا عن جهنم من أفواه الدعاة والشيوخ بأسلوب تقريري عادي يعني مافيه حركة وهو هذا واجبهن ةلكن هنا غير لقد صور نفسه وهو يعمل فيها حتى أنصحكم بقراءته وأنا أخدت قاعدة لحياتي مو كل كتاب بيقرأوه الكل لازم إنت تقراه ,Positive
صراع الخــير والشر ,Positive
 خيي يا ظاهر يا تاجي وراسي يا سيف الفضة مشعشع بالماس في يوم وصولك رد يت أنفاسي وخليت الشمس تطلع علينا من أجمل وأبدع وأروع ما قرأت ملحمة تاريخية ناصعة نادرة هي ليست فقط تخليد لسيرة ظاهر العمر بل هي ذكرى لكل تلك التفاصيل الفلسطينية الجميلة أحببت جميع الشخصيات وكيف صو رت بالذات بعض الشخصيات الهامشية جمعة خادم الديوان مقداد الرجل الطويل الذي يصاب بدوار حين يتحدث مع من هم أقصر منه حصلت على معرفة كبيرة بذلك العصر ومفرداته الس راي الدفتردار البشوات والخواجات الخ لا أخفي أن هناك بعض المشاهد التي استفزتني في صفحة عندما ذكر أن من عادة أهل البلاد أن يذبحوا ذبيحتان للذكر وواحدة للأنثى ووضع أمامها علامات التعجب أولا هي سنة عن رسولنا صلى الله عليه وسلم وليست عادة ثم ما الداعي من علامة التعجب عندما ذكر الاختلاف بين السنة والشيعة كانت الفقرة أكثر من رائعة حتى أني كدت أبكي من جمالها ولكن عندما اقترح أن نعد الشيعة مذهبا خامسا لمذاهب أهل السنة والجماعة هذا ما لم يعجبني اختلافنا مع الشيعة ليس فقهيا بل عقدي سجوده لمريم عند الكنيسة وتوسله لها كان من أكثر المشاهد استفزازا ولم أر فائدة من حشره عندما ترك النسور تأكل أجساد عائلة بشر كان مشهدا مقززا لن أترك أجساد أحبابي للطيور بحجة أن تعيش أرواحهم وتحلق داخل هذه الطيور ولكن جميع ذلك لم يفسد علي جمال الرواية ولم ينقص من حقها نجمة ولم يجعلني أستبعدها من قائمة كتبي المفضلة بل شعرت بأهمية هذه الأخطاء لكي لا يظهر البطل بصورة الكمال فيجب أن يكون له زلات وهفوات أخيرا أصبح لي الآن أمنية صغيرة وهي أن أرى مجموعة الملهاة الفلسطينية تصطف كاملة على مكتبتي وعلى رفوف عقلي رجب هـ,Positive
امتداد او جزء اخر من سلسله العمى والغباء السياسي والنظره الديكتاتوريه المغلفه بالديمقراطيه الكاذبه تعتبر تلك الروايه هي الجزء الثاني لروايه العمى والتي تعبر بكل وضوح وقهر عن وضعنا ووضع الكثير تحت رحمة الديمقراطيه المزيفه في تحديد مصائر الشعب والتي تعتمد على الاكثر في انها تقنع شعبها انهم بكامل ارادتهم يختارون مصيرهم ولكن كالعاده هو مصير مزيف ومزين بكلمات اعتاد كاتب الخطاب على تلقينها للمسول في ذلك الجزءبدل من اصابه الناس اجمعين بالعمى تصيب الحكومه مرض الاصوات البيضاء وتبدأ بمحاربتها باغلاق المدينه وعزل الناس عنها وتأتي لحظه الثورة يقوم فيها الجميع ضد موقف الحكومه ويعتبر من يتراجع عن ذلك العصيان خائن وخاضع للحكومه المزيفه بعض لقاء الحكومه الكثير من المشاكل في ذلك العصيان تبدأ بالهروب من العاصمه لتخلي عن المدينه واهلها ولكن يتصدى لهم الاهالي ويقفوا غصه في طريق كل مسول باختصار ممتعه وتختصر جميع ما يحدث لنا من وسائل معروفه لصد الحريه وعزل التفكير الحر اقترحها كتاب يستحق القرأه وبكل احترام ,Positive
ما أروعـه لم أقرأ كتاب بمثل هذه الروعـه من قبل أنتهيت من قراءة الكتاب لكن ما زالت كلماته يتردد صداها في نفسي سأعود لقراءته مرة أخري وسأقرأه لأبنائي إن شآء المولي ليسيروا علي دربــه كم إحتقرت نفسي وأدركت مدي دنو همتي بعد قراءة هذآ الكتاب وسيرة هذا الرجل العظيم في هذا الكتاب يرد عبدالله البرغوثي علي رساله لإبنته تالا تسأله من أنت فيحكي لها عن حياته وهو ليس مجرد رساله من أب لإبنته بل رسالة للأم إقتباسات زراعة العقيدة صعب جدا لكن إقتلاع تلك العقيدة بعد أن زرعت أصعب ألف مرة بل يكاد يكون مستحيلا ,Positive
أن تكبر كثيرا ما يطالب الزمان أبنائه بالأنصياع لعمرهم بالكشف عن أعماله الفنيه على وجوهنا وطباعنا وطريقة تفكيرنا ليلى كانت أقوى وتركت كل ندوب الزمان وآلامه لتظهر لنا ما أودى بها العمر لفمه لم تضعف ولم تنحني بل كتبت وقالت لنا حكايانا بعد أعوام بطريقتها رائعة,Positive
كتاب رائع يمنحك الحياه مجانا إقرأ افهم طب ,Positive
اللهم الغلاف تبعي غير فضي وازرق ,Positive
خلطه من الرعب الراقى نوع من الاثاره الرعب ممزوجين بالاسلوب الساخر لدكتور رفعت اسماعيل اكيد الروايه لا تخلو من المعلومات المفيده الشيقه انه رفعت اسماعيل صحبته الممتعه دائما ,Positive
رواية صوفيا رواية جميلة لمعتز المسلم الذي أحب صوفيا المسيحية وظل في شقتها لمدة شهرين وهي تصارع مرض السرطان الذي استوطن دمها وصف فيها كل حركاتها وسكناتها ومشاعره تجاهها واخيرا فارقت الحياة بعد شهرين وظل قلبه معل قا بها لأنه لايدري هل هي تذكره ببيروت ام ان بيروت كلها تذكره بها الكاتب فن ان يمتلك ألفاظا قوية وتشابيه بديعة مصو رة تجعل القارئ ينتقل من قراءة أسطر إلى ان يعيش الموقف فحينما كان يصف كرهه لرتابة الاشياء وحصولها متكررة وحينما يصف ملله فإن جزءا كبيرا من ملله يتسل للقارئ وحينما كان يصف الحزن فإن شيئا من الحزن يتسر للقارئ من قراءة كلماته التي تشج بت بها جميع مفردات الحزن في اللغة حينما يعمد الى وصف شيء ما فإن يصفه بسطحية وعمق شديدين في نفس الوقت لدرجة أن يتخيل القارئ ماو صف أمامه اعجبتني هذه العبارة الحب ثمرة يجب أن تكل في وقتها تكل كاملة مرة واحدة وفي وقت واحد او تفسد الرواية جميلة وشي قة لكن ها تسل الملل للقارئ لامحالةمن تكرار وصفه وشعوره بالملل إلا أن لدي بعض الملاحظات الكاتب فلديه مل فيها تعد على الله ,Positive
كتاب جميل على الرغم من ان البعض قال ان الكاتبه تفتري الأحاديث الاقوال من غير مصدر الا اننا يجب ان لا ننضر الى السند بقدر تركيزنا على مدى استفادتنا واهم شيء هو الفكره التي ارادت لنا الكاتبه ان توصله سرد راقي استفدت كثيرا منه وانصح كل الشخص قرأه ولم يثر به ان يعيد قراءته وان لا يكون الكلام والحكم والقصص فيه هواء في شبك مجرد قراءه وحسب ,Positive
الخذلان اصبحت نهاية اي قصه حب شرقيه يحبها لدرجه الخوف والهلع من تكون لغيره وبنفس الوقت لا يريد الارتباط بها بحجة مبرارات وخوف تحبه لدرجة الغفران له من الخيانه الخوف القسوه الهجر خذلانها امام اهلها عائلتها اصدقائها اي حب هذا تحبه جمانه لتسطتيع تجاوز كل هذا لاتغفري لاتغفري له اشفي منه ودعيه يشفى من مرضه لوحده,Positive
سيرة ذاتية عن الجوع اميلي ,Positive
عجيبه واستثنائيه هذه الروايه جمعت مابيت حس الدرامي والفكاهي وعجيب انت ايها الشاعر المجنوون هنا فقط يتجلى معنى التضحيه باسم الحب الطاهر ,Positive
من أجمل ما قرأت بالطبع شهادتي مجروحة لانه مش اللقاء الاول مع كتابات الملفين الاربعة فانا متابعة جيدة لمقالاتهم على الانترنت فعلا بتعجبني لاني بعد كل مقال بكون طلعت بمعلومة مش عرفاها او خبرة او نصيحة او حتى وجه نظر مختلفة مجموعة من الشباب على اختلاف تخصاصتهم وخبراتهم واماكن معيشتهم الشئ الوحيد المشترك هي اقامتهم في بلاد المهجر سواء كانت كندا او امريكا او اوروبا ورغبتهم في نقل خبرتهم المعيشية والعلمية والحياتية لغيرهم لعلها تساعد اي حد عايز يحذو حذوهم انا فيانتظار الكتاب التاني من دلوقتي,Positive
رواية رائعه تغوص في النفس البشرية,Positive
ثلاثية أحلام مستغانمي ذاكرة الجسد فوضى الحواس عابر سرير اسلوبها الأدبي جدا عالي بتحسها بتغذي روحك بكل جملة ,Positive
أجمل مافيك أن علي أن أقبلك أو أرفضك دون أن أد عي أنني قد خدعت بك هكذا تمضي طا الحب يد تكتب بالحبر الصيني وأخرى تمحو ماتخطه الأولى عين تقول نعم وجارتها تقول لا الفم حب كرز القلب تفاحه محرمه والفراق ضيف اللقاء فخذني إلى ذاكرتك كي أتقن نسياني لا تغادرني لا تقطنني لا تلتصق بي ولآتهجرني كن قريبا أبقى بعيدا كي تترك مساحه للحلم والضوء بيننا فالحب طفل الحريه,Positive
 إستمتاع إنبساط طول ما أنا بقرأ,Positive
وجع قلب ,Positive
شعر سوزان من النوع اللى يلمسك من جواك تقرأه وكأنك تقرأه لأول مره ويترك نفس الاحساس واللمسه,Positive
تحفه,Positive
بما يكون الجميل نا أنه كتب لـ الطبيعة ترك الأ مور على المشاع كتبها لكل الناس لم يتغزل بحبيبه ولم يصرخ في ظلم وطن أحببته,Positive
صح كانت روايه صغيره بس جمعت كل حاجه فيها عجبتني جدا لما سمير اتكلم عن قضيه الفلسطينيه وانهم مابعوش ارضهم في الروايه جو ثوره وحماس وحب ووجع وعدم اهتمام بالسياسه مجملا عجبتني ,Positive
ما من نهاية للحديث عن التعذيب العنف طالما بقيت هناك سلطة غاشمة تحكم تتحكم فى المسارات المصائر ما بقيت الشعوب فى حالة خنوع ما من نهاية طالما ظل هناك جلادون آمنون يمرحون فى الطرقات بات الضحايا فى خوف وجل انتهى,Positive
حينما الف كر لشريف أن يقوم بتصنيع آلة أحلام حقيقي ازدات رغبتي في معرفة الأحداث التالية أعجبتني الف كر القائ مة على هذه السلسلة فالطالما تمنيت أن أعيش في عالم الأحلام رح عبير لتحيا غامرة في فانتازيا وتتنق بين أجزاء ذل العال أضحك ني الج زء الم تعل بـ جيمس بوند وطريقة وصفه لـ لا معقولي الأحد اث حت أخذها الم رش إلى لندن وتركها لتعيش مع المخبر البوليسي هولمز والم خبر البلجيكي بوارو وأعجبني وصفه للصراع بين الشخصيتين حينما اغتاظ هولمز لأن ملفه لم يكن لديه خبره بالسموم مثل أجاثا كريستي ملفة بوارو وللأسف يستطيع الع لماء في نيوجيرسي أن يجعلوا عبير تفيق مع غيبوبتها فتخر ذل العال لتواج شريف وتط ال بإعادتها إلى ذل العال ,Positive
اخر صفحتين في الكتاب فيهم الخلاصه,Positive
ان هذا الكتاب على الرغم من المناقضات الكبيره فيه ضعف لغته في بعض الاحيان ضعف الوصف في داخله يعتبر كتاب مهم لكي يتعرف الناس على طبيعة العائلة الملكيه في المغرب دكتاتوريتها عدم انسانيتها بالاضافه لحاشية الملك ضباطها من ضمنهم الجنرال اوفقير في بادئ ذي بدئ لم اتعاطف ابدا مع مليكة مع افراد عائلتها خصوصا الجنرال اوفقير زوجته لكن برأيي لا يوجد انسان على وجه الارض يستحق ما عانوه افراد هذه العائله التي تعتبر واحده من الاف متواجده في المغرب غيره من الدول العربية البوليسيه امثال السعوديه العراق في زمن صدام غيرها ان مليكة اوفقير اخوانها هم ضحيايا هذا العالم السئ هذا الكتاب يستحق النجمات الاربعه لما اعطاني من ثقافه حول المغرب حكامها ,Positive
كلما ضل الجلاد إلى الحيوانية تقر منها أبدع كتاب أدب السجون ازدهرت أقلامهم الشكر الكبير للكاتب لكن إذا ما كتبت بخط من عاش التجربة ستتجسد الام اعظم معاناة أمر الحكي مو متل الشوف,Positive
زمن الضباع نعيش الغابه بكل تفاصيلها من قوه وسيطره وجبن وخنوع ومامرات بين الجماعات المختلفه من حيوانات العصر تحيه كبيره سياده المستشار استمتعت بوجودي في الغابه افقت في الغابه الآخري بعد الانتهاء من الروايه تحياتي من الغابه الحقيقيه,Positive
الإنسان وعلاقته بالكون والدين,Positive
الكتاب بيسرد بدرجة عالية من الرشاقة الخفة,Positive
بتجنن,Positive
هو لا روايه كما وصفه الكاتب كل احداثه ما بعد الموت والحساب واهوال يوم القيامه وجزاء الصالحين والمفسدين الكفار كما كرت في القرآن الكريم كتاب صغير لكن معلوماته وطريقة سرده قيمه وممتعه ,Positive
روايه ممتعه فعلا لأنها مش بس روايه فيها معلومات كتير عن الإحتلال الاسرائيلي للبنان بس عنوان الروايه ملوش اي علاقه بموضوعها ,Positive
مثلث الموت الحب السجن مثلث غني بالأفكار والمشاعر الثروة اللغوية الصياغة الأدبية الثقافة العامة ولاسي ما الدينية أوجعت قلبي أوجعت يا رجل أو ما كانت تلك الن لتتحمل كل تلك العذابات بكيت كما لم أبك مقتل شمس التبريزي في القواعد الأربعين للعشق الكثير من التسالات الوجودي التي أطاحت بعقلي إلي هو وادي الموت أو انتهت داخل جوف البئر الذي شربت منه سمية قبل مرضها المفاجئ والغريب لكن لم لا يرفع النصر رايته البيضاء في النهاية ولو مرة واحدة أو وحيدة أو أيهما أقرب سئمنا الظلم نجوع إلي لحرية ولو كانت في أدب أبدعت بكل حال وعلي كل حال ,Positive
سيظل أبدا ذكر أمير الممنين يبكيني قرأت عنه الكثير ولكن كلمات الكتاب تلهب وجدانك جزاك الله عن أمتنا خيرا يا أمير الممنين ,Positive
تفاصيل الصلاه المحمديه في صلاتنا لها لذه كالسكر عندما فهمتها كلمه كلمه تعجبت من معلومات كثيره اهمها او اكثرها تعلقا في ذهني هي ان الرسول الكريم لم يكن اب لأي رجل وذكر هذا في القرآن لكن لم تنكر ابوته لاطفاله الذكور الذين ماتوا وهم اطفال اخرهم ابنه ابراهيم لماذا رزق بالبنات ولماذا رزقت ابنته فاطمه بحفيديه الحسن والحسين المعلومات وهي مكتوبه افضل بكثير من ان اعيد صياغتها لاتتردد في قراءه الكتاب ستود لو ان كلمات الاذان تتجاوز اذان الناس الى روسهم تصعقهم توقظهم بطريقة ما ولو بصفعهم ,Positive
مثير للجدل فى جزئه الاول,Positive
كتاب عظيم,Positive
عن جماله ,Positive
 خلصته في يومين,Positive
يالله ,Positive
ووقفت بين عفو الله وعافيته اللهم لا تجعل ما يرفعني يقذفني ولا ما يمسكني يرميني ولا ما ينضرني يجفو بي وويل للش من الخ لي السلام عليها ,Positive
كمال كمال كمال,Positive
من احسن الكتب اللي قرأتها حبيت كل شيء فيه بالضبط,Positive
أم سعد أبسط تجسيد للأم الفلسطينيه,Positive
أحداث الرواية تحصل خلال أيام بالتفصيل الشخصيات كثيرة أشخاص غير مداخلات الملف في كل جزئية بتاخذ فكرة عن طريقة تفكير كل واحد فيهم شخصية الدكتور سكريتا من أكثر الشخصيات المثيرة للضحك بسبب الأفكار الغريبة التي يمتلكها عنده فنتازيا انه البشر كلهم يصيروا أخوان أفضل وماينجبوا خلاص والعالم حيعيش في سلام وهذا مشروعه الخاص اللي بدأ في تنفيذه فعل الذي أبغضني كثير واقعية الرواية المقرفة في طبيعة العلاقات الشخصية والعلاقات العاطفية لكن ال نجمات لأن بعض أفكار الكتاب حتلازمني فترة طويلة ترجمة روز مخلوف ممتازة في هذا البلد لا يحترم الناس الصباح إنهم يوقظون أنفسهم بفظاظة بوساطة منبه يقطع نومهم بضربة فأس ويستسلمون في الحال لسرعة مشومة هل باستطاعتك أن تقول لي مايمكن أن يكون عليه نهار يبدأ بهذا الفعل العنيف ما الذي يمكن أن ينتج عن أناس تنزل بهم منبهاتهم صدمة كهربائية صغيرة يومي إنهم يعتادون كل يوم على العنف وينسون كل يوم ما حفظوه عن السعادة صدقني صباحات الإنسان هي التي تقرر طباعه تميزت بقلب طيب على نحو استثنائي ولم تكن ترفض شيئ لأحد للأسف أن طيبة القلب وطيبة الجسد هذه تثير فظاظة الرجال أكثر مما تثير امتنانهم هذه الرغبة بالانتقام هي في الحقيقة رغبة لم تلب بالعدالة التوصل إلى النتيجة القائلة بعدم وجود فرق بين المذنب والضحية يعني التخلي عن كل رجاء وهذا هو ما يدعى بالجحيم ,Positive
كنت عم ابحث عن هيك كتاب من زمان ليجيب عن بعض من الأسئلة اللي ما فارقت بالي والحمد لله قدرت لاقي الإجابة عليهم بعد ما قرأت هالكتاب القيم وبنفس الوقت حلت أسئلة جديدة بدل الأسئلةالقديمة وقت انتهيت من قراءته ان شاء الله رح يكون واحد من الكتب اللي رح اقرأها أكتر من مرة,Positive
وقعت في غرام زين العابدين وكفي ,Positive
إذا سمعت من الخطيب على المنبر كلمة تفكيك المستوطنات فاضحك واضحك كما تشتهي إنها ليست قلاعا من الليجو والميكانو التي يلهو بها الاطفال انها اسرائيل ذاتها انها اسرائيل الفكرة الايدولوجيا والجغرافيا والحيلة والذريعة انها المكان الذي لنا وقد جعلوه لهم المستوطنات هي كتابهم شكلهم الاول هي الميعاد اليهودي على هذه الارض هي غيابنا المستوطنات هي التيه الفلسطيني ذاته كلام يخاطب عجزنا,Positive
الروايه ممتعه ولا تخلو من المواقف الظريفه المضحكه استمتعت كثيرا معها كان مسائي صاخبا بأحرفها اكتشفت مدى شجاعتي فيها ببساطه وقعت في غرام هذه الحكايه,Positive
لغة الصمت تفهمها القلوب المتقاربه,Positive
بدأ باسئله كتير كانت بتدور ذهنى فتره معينه كلامه قنع جدا وبيثبت ارائه بأدله كتاب رائع,Positive
السهل الممتنع فكره رائعه ولغة جميله وربط جميل بين واقع ملموس واسطوره اغريقيه تطور كبير وتقدم ملموس لأحمد الملواني عن روايته الروحاني يبشر بمولد كاتب روائي متميز,Positive
مجموعة قصص رعب متنوعة ,Positive
كتاب لذيذ متل الكاتب تبعه بسيط ومشو بتحس انك عم تعيش أحداثه بعفوية بدون تكلف من الكاتب كل لحظة فيه معباية ضحك ومفاجأة بتخليك تاكل السطور أكل حبيت كل تفصيل بالكتاب ولسى بإنتظار المزيد من الروعة الهبل اللي فيه غير معهود وبينتشلك من مود لموود تاني بلحظة وروعته تكمن انه دائما بيخالف التوقع بتسلسل الأحداث صديقي وحبيبي عمر استمر وبتماالك التوفيق والتفوق بحياتك ودراستك وإن شاء الله بها الروح العالية كل أحلامك تتحقق ,Positive
كتاب اكثر من مجرد رائع يساعدك علي اكتشاف ذاتتك احلامك ورسم مستقبلك كيف تخطط له باسلوب علمي بسيط سهل جزاه الله عنا كل الخير اامين يا رب العالمين,Positive
بين تلاته اربعه نجوم النهايه ممتازه فعلا بتغطى على ركاكه الاسلوب اوقات عمتا الفكره رهيبه النهايه ممتازه,Positive
رائعه جداا وراقيه جداا بالفاظ ومعاني مزغرفه كلمات تدخل القلب دون استئذان تستحق القراءة فعلا,Positive
اكثرمن راثع فهو يطلعك على قواعد الحب والحياه الزوجيه الناجحه باسلوب بسيط يجعلك تسرح بخيالك فى كل قطعه فى عالم من الامل والامانى عن شكل الحياه الكامله التى تسعى لمعيشتها كما انه يعيد صياغه مفاهيم تم تشويهها فى مثل هذه الحياه الصاخبه فهوكتاب لا يمل منه فهو ينقلك من عالم الى عالم اخر من الاحلام الواجب تحقيقها,Positive
كتاب اكتر من رائع فيه قدره غريبه لأقناعك بالنسيان,Positive
حبتها جدا وحبيت ذكائها ومبادئها وقيمها وتحدي علاقتها مع كل اللي حوليها بس بعض المواقف مثاليه جدا او بقت غير محبوبه مجتمعنا رغم انها صح بس يصعب تطيبقها الوضع الحالي بعد ما اتغيرت كتير من القييم والمبادئ مجتمعنا,Positive
تصلح للغرباء صدقا تزيدهم غربة تزيدهم تأملا في الجمادات والأماكن والأزمنة البلاد الفنادق المطارات حتى اللوحات المعلقة في غرفة الفندق تلبستني بقوة أصبحت تحضرني في أي مكان أو ذكرى أو موقف يمس وطني فلسطين ولو من بعييد مسكين من لم ير الوطن مسكين ,Positive
كتاب اكثر من را ئع,Positive
لما تمسك الكتاب يكون عن فلسطين معظم الأوقات بتحس بالافورة بس كمية المعاناة الألم الي في هادا الكتب بوجع القلب بحسسك بمدى حبك لهي البلد رغم انها وجعك,Positive
ملخص تاريخ الفكر الإنساني الفلسفي في قالب روائي من أقيم ما قرأت ,Positive
عشت الرواية بأحداثها عقدها منغصاتها أحزانها اذ لا مكان للأفراح فيها منتظرة لحظة الفرج لحظة وصول كل من أبا القيس مروان أسعد الى الكويت عملهم هناك ليعلم الأول ابنه قيس يشتري بيتا شجرات زيتون عوضا عن التي خسرها في قريته حتى يستطيع الثاني أن يوفر النقود يرسلها لأمه اخوته في المخيم الذين لم يبق لهم معيلا الاه بعد زواج أبيه من أخرى انقطاع مساعدات أخوه الذي يعمل بالكويت بعد زواجه حتى يستطيع أسعد أن يجمع المال يتزوج من ابنة عمه التي لا يحبها لكنها خطبت له يوم مولدهما لكنها لم تفرج ضاقت ضااقت حتى أحكمت حلقاتها تماما أغلقت كل المنافذ التي يمكن للفرج أن يتسلل منها بموت ثلاثتهم داخل الخزان لم يكن الواقع أجمل يا عزيزتي لينهي غسان روايته بنهاية أجمل تنتظر الأمل لا تجده تلك هي مأساة الرواية الكبرى ,Positive
كتاب راائع بتعلم منه الصفات الربانيه التى علمها الله لسيدنا محمد,Positive
المبالاة ليس غياب المشاعر بل رفضها أحببت تعريف الكاتب للمبالاة كأنه يبرر لما تستخدم كيف تقرير عن الكتاب ماذا أكتب أو بالأصح ما المفترض أن قال بعد هذا التصريح الواضح بثبوت اللا إنسانية الوحشية الموت البطيء الح المعتمة العشرون سنة من الظلمة حرفي العشرون سنة من الظلم الجفاف العقارب الحلم بمستقبل مليء بنور نور حقيقي لا مجازي الرغبة بالعيش الصراع من أجل البقاء حي في ظل تلكم الظروف الإيمان بالله الحبل اللامنقطع بين الله السجين القابع في تلك الحفرة لا يقدر لا يجر أحد على قطعه كل هذه المواضيع كانت سبيل لبقاء أقل من ثلث السجناء أحياء بمعجزة أذهلت الأطب اء الرغبة بالصمت بالزهد بالتقر من الله الطيب بقربه هي ما إعترني إز اء إغلاقي ذاك الكتاب ,Positive
وجع خلتني أكره الرجالة أكتر وأكتر يارب ينقرضوا ويريحونا ,Positive
لوحة فنية ملمة,Positive
اذا صليت فالصلاة الوحيدة التي تحرك شفاهي ذر القلب الذي احمل بين الضلوع هبني الحريه الخوف افظع السجون على الاطلاق ,Positive
ياكتاب العالم تعلموا الجمع بين الرواية والتاريخ والعيب كل العيب وعار علينا ان يضحي شباب بدمائهم من اخل الوطن فى حين اننا لانبذل حتى دقائق لقراءة سيرهم,Positive
كنت أظنه تجميع لحلقات الشقيري فقط كنت لا أرى برنامجه اصلا لا أعلم لم ربما لأني أكره الشيء اذا عجب به كثيرون جدا لا أعلم المهم بأني دمت ابدااع فعلا يعب عم في داخلي في كثير كثير كثير من كلماته اعجبني هم الأمه في قلبه استمتاعه بقربه من ربه استشعر ذلك وكأني أراه رأي عين في حروفه كلي شغف وحمااس للجزء الثاني أسأل الله أن يغفر لأخينا أحمد الشقيري ماتقدم من ذنبه وما تأخر ,Positive
حقيقه القصور الملكيه وحكايات العبيد والجواري المحضيات في الجزيرة العربيه,Positive
كتاب جميل انصح الجميع بقراءته هذا اقتباس من الكتاب الذين هم يراءون ويمنعون الماعون والمنع هنا اكثر من مجرد امتناع عن المنح لقد كان محاولة لكسر هذه الدورة الانتاجية اما عبر تقييد اليد ومنعها من العمل واستخدام تلك الادوات عبر مفاهيم تكرس البطاله وتروج للكسل والاستسلام وتعطل الفعالية او عبر احتكار حقيقي لهذه الادوات يجعلها في ايدي فئة محددة من ملأ في كل مكان وزمان الامر في هذا السياق يقول لنا بوضوح ان السهو عن المعاني الحقيقية للصلاة سيمنع هذه الدورة الانتاجية سيقطعها ,Positive
قرأته قراءة متقطعة لذلك لم أكن أقرأه بمشاعري بل عقلي حاضر في كل كلمة كل سطر هي واقع أقرب أن يكون من الخيال تساءلت حقا هل هذا انسان ام هو كائن له قدرات تفوق قدرات البشر العاديين ارادته ليس لها مثيل عزمه يهد الجبال انسان عاش مازال يعيش لهدف واحد لا ثاني له فلسطين ثم فلسطين حتى ان لم يستطيع تحريرها فلا بد من المقاومة عدم الخنوع للعدو هل هناك انذل من العمالة الذل الخنوع للعدو قصته ملهمة رغم تسارع الاحداث رغم التفاصيل الكثيرة علي ان اعيد ترتيبها في عقلي ترتيب الدروس العبر منها فهي قصة من الحاضر القريب ليس لنا عذر بعد قراءتها ان تغير حاضرك ليس بمستحيل ان تخلق الفارق تكون الفارق في اي نقطة كنت فيها على وجه الارض عبد الله البرغوثي الذي رسم له هدفا سعى له طوال سنين هو اسطورة عصره نعم لكن النسج على منواله يبدأ بخلق ارادة كارادته طموح كطموحه ثم يأتي السعي ,Positive
