Feed,Sentiment
أناأحيا لغد آن بأحلام اللقاء فأت أو لا تأتي أو فإفعل بقلبي ما تشاء هكذا أحتمل العمر نعيما وعذابا أغدا ألقاك,Positive
سوف أقوم بكتابة القصتين لكن لا أعرف أي واحدة أكتب اولا فماذا يجب أن يكون عنوان قصتي القادمة اتمنى الكل تصوت وتساعدوني بالأختيار,Positive
هل سبق وأن أهداك أحدهم أغنية خاصة بك آهداني كلام احلا من الغنيه,Positive
لقد احببتك للحد الذي جعلني اشعر أن الله جعل بصري في فؤادي لأراك به,Positive
قال محمد بن واسع رحمه الله تعالى حفظ اللسان أشد على الناس من حفظ الدينار والدرهم,Positive
يوم المراه العالمي كل عام وانتم بخير حبيبيني صفرن خمسن صفرن,Positive
يارب إن كتبت لي فرحة إقسمها بيني وبينه يامن أسكنته في قلبي أحفظه لي,Positive
صباح الخير الحياة حلوة بما يكفي ل نعيشها بلطافة و سلام,Positive
سعادتي هي رؤية من أحب بخير فيارب إجعلهم سعداء أينماكانو,Positive
الله يمحي كل شىء يوجعك ويوجع قلبك ويجعلك من اسعد الخلق دعيت الله ان تكون ايامك كلها سعاده,Positive
يوم الام الأم هي شخص سوف يحبك دون شروط ولا قيود حتى آخر رمق لها,Positive
كما عودناكم الصور الأولى من طرف القناة الأولى,Positive
صباح الخير ثم أعتني بقلبك جيدا وأبتسم لأجل أولئك الذين يحبون رؤيتك بخير دوما,Positive
أنا من قبل لا أسافر عنك أسافر فيك ما دام عيونك الحلوه مسافاتي,Positive
فإذا التفت لحسنه سكت الكلام عن الكلام واضعت ما اعددت للقائه حتي ابتدائي بالسلام,Positive
عل بركة الله نبتدى علاء سيفنس سام وفولورز الادغال,Positive
لو تحبني يلا اسهر لو تحبني لا تنام يلبى نوال بس نمت,Positive
سنحيا بعد كربتنا ربيعا كأن لم نذق بالأمس مرا صباح الخير,Positive
لو عطيت قلم ماذا تكتب اشخمط اتاكد يكتب او لا بعدين اكتب اسمي,Positive
قم أيها المعتصم ف الروم يطالبوننا بتسليم نسائنا لهم أحلام التميمي,Positive
ومثل الأب لن نلقى جمالا وابي خير من تلقاه عيني ادامك الله عمرا أطول من عمري,Positive
امك انجبتك لتسرق قلبي اسكنها الله فردوسه كما انجبتك فردوسا لدنيتي,Positive
خذ الأشياء التي تؤلمك على أنها هدايا من الله تذكر أن الله يحبك لهذا يبتليك ليطهرك من ذنوبك ليقربك منه فقل الحمدلله,Positive
موعديين بفترة صياح حرة وجميلة سمعونا صوتكم,Positive
ايامي قربك تبتسم ما اشعر بلحظة الم انت الحياه بكبرها,Positive
ما أعظم أن يراك الله وأنت تجاهد نفسك وقد غلبها النوم لتجيب المنادي لصلاة الفجر مستيقظا محتسبا حي على الصلاة حي على الفلاح صلاة الفجر,Positive
عناصر النجاح ثلاثة الرغبة والقدرة والفرصة والبحث عن فرصة هو مثل البحث بمنجم ذهب والعثور على فرصة كثيرا ما يكون بداية لمشاريع عظيمة,Positive
وتأتيك الفرحه علي هيئة ركعتين لله ف وقت الضيق,Positive
ص صباح الخير عليك لأنك ببساطة من أحب بلا تعقيد أو تشبيه لأنك الخير الذي أريده لقلبي,Positive
انظر لكل شي بحياتك من كذا زاويه بعدين عط رايك او قرار اين كان,Positive
أسرح ف بآلي والآقيك مععآي حتى تفكيري يآ وليفي غزيته,Positive
استمع إلى الجميع ولكن اصنع في قلبك سمعا لا يدرك إلا كلامه لأنك الله,Positive
كن راضيا وكأنك تملك كل شيء فما يكتبه الله لك ألطف مما تشاء,Positive
اجمل ماقيل في الحب وأشرف م قيل بالحب قوله لآ تؤذوني في عائشة,Positive
اليوناني فيتفا قدم مباراة كبيرة وصنع هدفين في المباراة القادم اجمل بإذن الله الاهلي,Positive
تابعونا على سناب ديم المعرفة لمشاهدة أعملنا الجديدة,Positive
حياتك آنا وحلو آلقصيد وعطري آلهآدي ثلآث آشيآء م تصلح ل آحد غيرك,Positive
يا رب لدي امل في الفريق اري مشاهدة برشلونة العادة,Positive
لن تعجب جميع الناس ولو كنت أحسنهم ولن تزعج جميع الناس ولو كنت أسوأهم عش حياتك بعيدا عن وهم إرضاء جميع البشر طابت أيامكم,Positive
اجتمعنا اغراب وافترقنا احباب كنترول اعلن تخرجنا,Positive
لقد خلق الله أمي بكل هذا الحنان حتى أنه كلما كسرتني الحياة جبرني لطفها,Positive
خير الأصحاب إذا ضحكت لك الدنيا لم يحسدك وإذا عبست لك الدنيا لم يتركك,Positive
ماي آيدول يرقص مع اخته طهروا عيونكم من الخبث والخبائث في التغريدة السابقة,Positive
اليوم العالمي للمراه المرأة الصالحة لا يعدلها شيء لأنها عون على أمر الدنيا والآخرة,Positive
ويبقى ذكر الله هو الأجمل سبحان الذي إذا ذكرته ذكرك وإن شكرته زادك وإن توكلت عليه كفاك سبحان الله وبحمده سبحان الله العظيم,Positive
و ما يدريك لعلك ستقف قريبا امام أحلامك قائلا ها قد جعلها ربي حقا,Positive
من قوانين عزة النفس ألا تكرم من أهانك ولا تحنو على من قسى ولا تحن لمن باع ولا تلجأ لمن أضل طريقك عمدا ولا تشتاق إلى من استغنى,Positive
اقترب موعد لقانا وابتدا شوقي يزيد يا هلال عزك عزنا,Positive
قيمتك بذاتك وليس بقبول الناس لك ارضائهم غاية لا تدرك,Positive
والسلام على من رأى فينا جانبا مظلما فزينه بالنجمات,Positive
لمحبي باب الريان صيام أيام البيض الأثنين الثلاثاء الأربعاء إن لم تغتنم صيامها فلا يفوتك أجر تذكيرها,Positive
صباح الخير الخير الذي لا نعلم مداه ولا نتقن حجم تدبيره فقط نؤمن به كيفما كان و على أي شاكلة أتى لأنه من رب الخير,Positive
ربي إغفر لي ولوالدي والمسلمين والمسلمات والمؤمنين والمؤمنات الأحياء منهم والأموات,Positive
صباحي انت والاسم يكفي عن التعبير ي بعد حي الصباح و ي بعد حيي,Positive
خير ما يستقبل به رمضان من الآن ترويض النفس على ورد قرآني متصاعد حتى إذا أتى موسم النور أطلقت ساقي قلبك في السباق إلى الله دون عرج,Positive
شكرا ل مودة البتسهل علي مشاوير اليوم المؤلمة,Positive
كان عليه الصلاة والسلام ينزل الناس منازلهم وقد يترك أشغاله لأجلهم لإشعارهم بمحبته لهم وقدرهم عنده,Positive
ابناء البارشا حالفين ينتقمو قبل منير واليوم ساندرو,Positive
صدقني الأمر ليس شخصيا لكني أفضل صرف طاقتي على نفسي بدل تبديدها على محاولات تغيير فكرتك الخاطئة عني,Positive
سيأتي الله بالفرح من حيث لاتحتسب وتذهب الأحزان وتزهر الأماني في يوم لعل في تأخيره خيره,Positive
صوتك تجاوز كونه أغنية موسيقىحتى حسك صار ملجأ وطن أمان وعناق,Positive
خلقت فيني شعور لو يمروني كثير ماحسه إلا معك,Positive
عاهدتني بالوصل دوما طامعا كيف الجفا وانت الذي عاهدتني ء,Positive
يتم ارسال مواعيد تسجيل المواد للفصل الصيفي الان تدريجيا مستقلة التربية,Positive
رائعة عبدالمجيد خير ان شاء الله لما يجتمع صوت واحساس عبدالمجيد والحان المرحوم صالح الشهري,Positive
ثم إن روحي تعلم بأن الحلول جميعها عند الله فاطمئنت,Positive
ربي أن لك عباد ينتظرون فرجا فبشرهم وعباد يسألون شفاء فعافهم وعباد يرجون رحمتك فأرحمهم وأموآت ينتظرون دعاء لهم فأغفر لهم,Positive
دكة اليوفي هي الاضعف لكن اليغري هو الممتاز,Positive
إذاضاق يوماعليك الوجود وضج بك الحزن في منتهاه تفاءل فلا زلت في ملكه وهل يمنح الخير رب سواه,Positive
يارب إرزق كل واحد نفسه يفرح بفرحة ترد فيه الروح,Positive
إن لله عليك نعمتين السراء للتذكير والضراء للتطهير فكن في السراء عبدا شكورا وفي الضراء حرا صبورا,Positive
من الفرحه نسيت إني عليك البارحه زعلان نسيت اقول لو تسمح تكرم لا تكلمني,Positive
سنكمل العشرات من السنين معا كن على ثقة بهذا إعتن بنفسك حبيبي وأحبك جدا,Positive
عندما يركع القلب لن يقف في وجهه اي شيء لربما خيرة,Positive
إن كان للطيبة عنوان فهم أجمل عناوينه الصادقين في كل شيء,Positive
شكرا محتسب لانه نفرت الناس من الدين بطريقة واسلوب نصيحتك شكرا محتسب معرض الكتاب,Positive
احساسي يقول مباراة تحبس الانفاس تنتهي بفوز الملكي,Positive
شيي تمنيته وماصار انت تريد وانا اريد والله يفعل مايريد,Positive
لا تبرر المواقف الصادرة منك كثيرا من كان سيفهمك بشكل خاطئ فهو على الأغلب لا يحسن الظن بك تجاهل فهذه مشكلته وليست مشكلتك,Positive
الله لا يكتب لي نهايه معك الله يديمك لي لأخر نفس في حياتي,Positive
اقسم الله بالفجر لعظم شأنه واهميت هذا الوقت في حيات كل مسلم والله عز و جل لا يقسم إلا بشيء عظيم,Positive
إلى جميع الكادحين فوق الأرض أعتصموا بحبل الله جميعا ولا تفرقوا فتفشلوا و تذهب ريحكم و أخلصوا لله العمل وأعيدوا للأمة الأمل طابت صباحاتكم,Positive
امين وسريع في التعامل اكثر من مره تعاملت معه,Positive
شركة تعرض فيديو لمشروعها القادم و الذي سيكون عبارة,Positive
كل عام وانت بالف خير وان شاء الله سنة سعيدة يا الحبيب الغالي,Positive
و عسى الله أن يفتح أبوابا أغلقت و يلين قلوبا قست و يهدي أرواحا ابتعدت و أوهنت,Positive
قالوا لي أنسى ذكرها منت بها ملزوم قلت أبشروا يا عاذلين بنسى لذيذ النوم,Positive
أرادوا إعدام سقراط فبكت زوجته فسألها ما يبكيك قالت تقتل ظلما قال أكنت تحبين أن أقتل عدلا قالت الله لا يردك حتى وإنت بتموت قاعد تتفلسف,Positive
املأ فراغك بالقراءة المذاكرة رفقة اصحاب السوء,Positive
ليلة كانت جميلة شكرا يابو نايف حفل خالد عبدالرحمن بالرياض,Positive
يوم الام حفظ الله أمي أول الأوطان وآخر المنافي,Positive
بعد ماكنت اضمك واشرب احساسك إلين ادفاك تخيل صارت احلامي ابعرف كيفها احوالك,Positive
حفل خالد عبدالرحمن بالرياض بعد غياب عام عن مسرح الرياض يعود من جديد,Positive
أصدقائى الأعزاء كل عام وأنتم إلى الله أقرب وعلى طاعته أدوم,Positive
الاستقامه طريق النجاه الله تبارك وتعالى خلق العقل جميلا ويأتي الإنسان بسوء استخدامه فيقبحه,Positive
اكثروا من الدعاء وكذلك الصلاة على الرسول علية الصلاة والسلام يوم الجمعه,Positive
ياللي انتى حبك حرية في العشق آه ولا شئ ممنوع,Positive
الشدائد مهما بلغت لا تدوم فرحمة الله أعظم وفرجه أقرب ثق أن الأيام الجميلة قريبة جدا لا يفصلنا عنها إلا طريق عنوانه الصبر صباح الخير,Positive
و تذكر دائما انك جزءا مني اذا مسك الضرر مسني ضعفه,Positive
رسالة صباحيه أصنع لنفسك يوم جميل رغم الظروف المحيطة بك و عش جميلا ليس لأجل الآخرين بل لأجلك,Positive
يوم كنت صديق وفي ومعنا في وقت الفرحة و وقت الشدة وداعا,Negative
الشعب يرفض معاهد الموسيقي لا احد يتكلم بلسان الشعب انا واحد من الشعب ابي معهد موسيقي,Negative
لا تنسون اليوم الأحد يالله أقعدو تأخرتو على الدوام,Negative
شوف من يتكلم عن الحب لن يشجعونك المراهقات حياتك,Negative
ما ملاحظين انكم سافهيني هنا,Negative
كل ذكريات ابويه فيه الهروب افضل حل,Negative
هل من تدخل حكومي حميدان التركي يحكي بدموعه,Negative
بينما انت تلهو عبدو التميمي وابو العطا وعصام وحشيش وايضا الشال يصنعون المجد,Negative
شعارات رنانة و مواعيد كاذبة تصنعونها و كأنكم تقدمون انجازات سوى الحسرات بطلوا كذب و خداع من اجل بايرن حرام ما تفعلون,Negative
قد يراني البعض بعد رحيل أبي صامدة وقوية وقد يظن الآخرون بأني تجاوزت الحزن ونسيت وبالحقيقة داخلي طفلة أمنيتها الوحيدة أن تحضن أبيها من جديد,Negative
ما أصعب الفرقة بلا تمهيد,Negative
حاجه استغنت عنك لا تححن لها,Negative
حلو لو انك تقومين تذكرين,Negative
وسيلة للوصول لغايه الحب بالزمن هذا,Negative
بين الكبرياء والحنين قلب مكسور,Negative
اسواء شعور في الدنيا هو شعور الخذلان,Negative
بايرن ميونخ ريال مدريد بنزيما ي كلب ي اناني,Negative
يصيبني الذهول و أبكي على نفسي عدة مرات عندما أرى شباب في مقتبل العمر يضحون بأغلى مايملكون سيدي أخرج حب الدنيامن قلبي,Negative
كل يوم تدور ذكراك في بالي و اتذكرك قبل ما انام و اتذكر كيف كنا و ادعيلك و تدمع عيوني لين تغفى و تنام,Negative
لحظة وداعك لم انتظرها يوما ما,Negative
أكان معيبا لك ان تحبني بقدر ماأحببتك,Negative
كانوا لا يستحقونك فأبعدهم الله عنك فلماذا تحزن,Negative
احنا وصلنا لدرجة لامبالاة تخوف جدا والله,Negative
بعض البشر لا يشعرون بأنهم يؤلمونك لأنك تسامحهم دائما,Negative
تغيرت لأني تأذيت أكثر مما أستحق,Negative
هناك اوقات تكون الروح جاثيه على ركبتيها مهما كان حال الجسد ف ياارب عونك,Negative
لاتفضحيني وتقولين لهم انا دبه,Negative
اؤمن بأن أفضل ماقد يعاش يكون سرا,Negative
بصراحة بعض الأحيان لما اركز على كلامي استغرب كيف فهمني اللي كنت اكلمه,Negative
مشتاق لنفاسك و لطيبة احساسك,Negative
عندما اصابت الرصاصة قلبى لم امت بل مت عندما رايت صاحبها جبران خليل جبران,Negative
عليك موقف انطيح فيه اليوم لا أجسد عليه ابدا,Negative
سيئون للغايه و اكرهكم,Negative
لا تكابر في الهواا خلينا نبقي سواا,Negative
الهجره الجماعيه من عمانتل لا نطالبهم بالمستحيل هذا حق من حقوقنا البسيطة والمسلوبه,Negative
أمي ما تغار على أبوي كثر ما أنا أغار عليه أحبك بابا,Negative
سلام لأرض خلقت للسلام وماا رأت يوماا سلاماا,Negative
شوفت في تويتر دس الأنف في شئون الغير ومراقبة الناس,Negative
احيانا نشوف الحقيقه قدامنا بس نحاول نكذبها عشان يبقى كل شي حلو,Negative
امي اكثر شيء اشتقت له,Negative
من راقب الناس مات هما,Negative
ما أقسى من غيابك الا حضورك وأنت مشغول عني,Negative
اختبارات في أقل من ساعة,Negative
حزين على فراق سيلفيو و غالياني,Negative
الهلال الاهلي نهايه الشوط الاول بتعادل سلبي بسبب رفض نواف العابد عن التسجيل,Negative
وقصدي النفسيه كل مالها كل ماتنزل للأسفل مالذي يحصل,Negative
لم يكن برغبتي ولكن كله لأجلك,Negative
أحتاج صبر أيوب عليه السلام ربي أرزقني إياه,Negative
كيف يعورني فوادي عليها,Negative
أصعب شيء أنك تجبر نفسك على وضع حدود لكلامك مع ناس كانوا الأقرب لقلبك,Negative
علي اختبار حاسب واني للحين ماذاكرت قاعده اتعشى واشاهد مسلسلي ببرود شديد,Negative
كلام فارغ مثل باقي الكتاب في هذه المرحلة الزمنية للاسف الاعلام الحالي في هاوية لايستطيع كائن من كان ان يعيده,Negative
انا لو فكرت فيك تركت مذاكرتي,Negative
والتصدي للكرات كيف وضعه,Negative
يؤلمني مايؤلم احبابي رحم الله ام عاطف وجبرالله كسر قلوبكم صديقتي,Negative
أنا عندي حالة يأس رهيبة ف يعني من كان منكم أقرب الي الله فليدعو لي,Negative
فانيه يا الله فلا تجعلها تشقينا,Negative
و اصبحت بعد هذا متعجرفة,Negative
من الجميل أن يكون لديك صديق كلما أتيت له متكدرا رجعت منه صافيا وكلما قدمت إليه ضعيفا عدت منه أقوى مساء الخير,Negative
بخاطري ودي اقول لا تقول شيء سو رتويت للتغريده بس,Negative
للأسف أسوأ فيلم بالسلسلة سقطة كبيرة بتاريخ ديزني,Negative
نصف الذكريات تأتيك وانت تقرأ شيئ يشبه كثيرآ مامررت به,Negative
اكرهه دكاترة الاسنان للأبد,Negative
من يديه رجليه بالماء ليس كمن رجليه في النار مهما كانت الافكار,Negative
التايم لاين مليان أخبار اورفان بلاك بسبب قربه و نهايته للأبد,Negative
صباح لا ينقصه إلا إياها,Negative
لعنة الإصابات تتوالى على المان,Negative
من بداية الحلقة ونظرات مارت غريبة وغامضة الفضول يجتلني جتل,Negative
من الأشياء السيئه يرتبط شعور سيء بشخص وكل ماشفتي ذا الشخص تذكرتي ذا الشعور,Negative
شيء تتذكره إذا قمت من النوم الفاينل,Negative
غير المنشن هو من فترة ما فهمت على اي اساس يرتبه,Negative
يقولون الاشتراك بيكمل الله لا يقوله حياتك,Negative
جدتي وإن نسوك من دعائهم وانشغلوا بدنياهم عنك لن انساك من دعائي حتى اجاورك,Negative
الكل سوف ينام تحت التراب,Negative
سأصبر حتى يعجز الصبر عن صبري,Negative
البعض يبكي كي ينسى والبعض يضحك كي ينسى والبعض ينام كي ينسى والبعض يصمت كي ينسى لكني افعل الاربعة ولم انسى نزارقباني,Negative
يارب اكل من حيث لا أحتسب,Negative
جمرة حكي ممارستي للصمت لا تجعلني ضعيفا و لكنها تعني أنه في داخلي حروفا لو نطقت بها لاهتزت أبدانهم وجعا,Negative
عيب ي صاحبي وقت الحاجه با أحلى أسلوب تعاملنى وفي وقت راحتك بدون نفس تكلمني,Negative
يارب سامحنا على عجزنا عن مساعدة اخواننا في سوريا يارب أفرج عنهم و عجل في نصرهم,Negative
أحمد الدقامسة الحمدلله على سلامة البطل,Negative
من قتل نفسا بغير نفس أو فساد في الأرض فكأنما قتل الناس جميعا حرام ربنا ينتقم من الظالم,Negative
قسم بالله تنرفزت كيف هو حياتك,Negative
سلاما علي من يعانقهم التراب ونحن اشد الحاجه الي عناقهم ابي سيبقي رحيلك وجعي,Negative
وين الرتويت على اول تغريدة زعلتوني الحقيقة,Negative
كبرت ولم تزدني سنوات عمري إلا قرفا,Negative
قضيت النصف الأول من عمري احبك وسأقضي النصف الثاني في محاولة نسيانك,Negative
سأموت من شدة الاشتياق الى إناس تحت التراب وإناس فوق التراب ولكن لا نراهم فيارب ارحم من تحت التراب وعجل وسهل مخرج وفرج من فوق التراب,Negative
قياده المراه الشهر القادم حاسه انها كذبة ابريل,Negative
ثانية فقط ويصبح الأمر غير قابل للإصلاح,Negative
كيف نسيناها فلسطين و نشاهد المجازر من خلف التلفاز هادئين,Negative
ولا بغفر القسوة والظلم بردوا,Negative
فينجر اختطف ارسنال وجمهوره,Negative
تذكر شلون كنا والزمن كيف كان,Negative
عن الذين أوجعوني سيسألني الله ولن أغفر,Negative
بحق كل لحظة مقدسة معك لما تغيرت علي,Negative
الطريق إلى الله طويل ليس المهم أن تصل إلى آخره لكن المهم أن تموت عليه,Negative
ايه يا سنة سادسة يا حب عمري,Negative
لن تستطيع أن تحارب قبح العالم دون أن تتلوث منه بشيء,Negative
هم ايضا مسلمون ولكن بالاسم فقط وقلوبهم لم تؤمن ابدا,Negative
إن النفس لأمارة بالسوء إلا ما رحم ربي,Negative
غوميز و ماثيو كترتها يا انريكي,Negative
قصة قصيره حزينه كانت جميله حتى مسحت المكياج,Negative
انا انتظر اظافري تطول بالنهايه تنكسر,Negative
وصلنا الهاشتاق ترند من كثر البكاء,Negative
أتيناك نرجوك حسن الختام إلهي فلسنا على ما يرام على باب عفوك نحن اليتامى وأنت السلام ومنك السلام,Negative
في سنتين تقريبا فترت وجودي في التويتر ياسرع الايام,Negative
عذرا حبيبي انت لست بطني عشان افكر في دائما,Negative
صاحيه من امس العصر وداخله الاختبار وحده الظهر اتوقع واضحه النتيجه كيف و,Negative
ماذا تعني لك الاحساء الحسا أنتي تفاصيل المطر والمسرات,Negative
يارب أنيستا بدل غوميز,Negative
البويات يحقتمون التويتر ربنا اكشف عنا العذاب اننا مؤمنون,Negative
في مثل هذا اليوم أعلن سيد المدربين اعتزاله,Negative
مات أم صالح فئران أمي حصة,Negative
لا يردها الأيام السود مهما عانيت,Negative
كاميني ضد برشلونة اليوم برشلونه ملقا,Negative
انفجرت مرارتي قسما بالله,Negative
ربي لقد تساوت عندها الاوقات وأنت وحدك اللطيف فيها يارب ارحمها وانس وحشتها,Negative
شعوري في اخر الليل كل شئ أنساه أتذكره على المخدة,Negative
نعوذ بك ي الله من طول التمني وحرمان الوصول,Negative
انا اكثر انسان يكتب فيك من قلبه وانا اكثر انسان نادى لك وخليته قدسآوية,Negative
بأبي التي ورثت مصائب أمها فغدت تقابلها بصبر أبيها يازينب,Negative
بلاكم كيف انا اتحمل بلاكم انا وردة وسط صحرا بلاكم,Negative
اكثر شيء تكرهه بنفسيتك اذا طقطقت اجيب العيد واذا عقلت صرت نفسية حامت تسبدي خلاص تعبت,Negative
الخميس عندما يتطابق الحمض النووي بنسبة سبحان الله,Negative
جامعة الفلس جامعة الكويت كلية الحقوق,Negative
تكدس الملابس في المحلات يكره الواحد يشتري ملابس الترتيب مهم عشان يظهر جمالية ديزاين الملابس,Negative
نفسيا هنالك شخصية من طبيعتها كلما زاد حبها للشخص زادت قسوتها عليه شخصية متعبة جدا,Negative
صدمة عمر مرت علي ولا حسبت حسابها,Negative
ما رأيك بالحب من طرف واحد,Negative
باقي اختبار واحد بس فرحة تخرج وحزن الفراق باقي اختبار,Negative
أحيانا نخشى على شخص من الإنكسار فنتفاجئ به يكسرنا بلا شفقه,Negative
لاتقول احبك ونا اغلب وقتي لحالي,Negative
كتب على هذه الورقة أنا فتاة اخاف المجتمع ولا أخاف الله لك الله يا صغيري,Negative
للتويته و اكتب تاريخ عمرك ما هتنساه,Negative
عيد ميلادي كل سنة بيتنافس مع اللي قبله ف ايهم اكثر خره يلا عادي اتعودت الحمد لله علي كل شئ,Negative
اتعجب من أناس تطغى انانيتهم وحبهم لذاتهم على صفاتهم فلا يأبهون بمشاعر غيرهم اتعجب لاناس يأخذون اللقمة من فم غيرهم ليشبعو أنفسهم,Negative
من يسامحون كثيرا قد يأتي عليهم يوم لا يطيقون فيه أن يسمعوا أي عذر و لو كان صادقا,Negative
يدك التي حطت على كتفي كحمامة نزلت لكي تشرب تلك الجميلة كيف اقنعها بأنني بها معجب,Negative
كيف برشلونة فرط في الجوهرة تياغو,Negative
فيديو صغير زاد عحالة الاحباط حالة كئابة رحم الله روح ألهمتني,Negative
شاء القدر أن تكون جزء مني ولست لي,Negative
كم عدد حبيباتك لاتتورط بالحب فهناك قاضي أسمه الإشتياق لا يرحم,Negative
يدخن ويشيش ويعسل واذا جاء غبار يلبس كمامه بسم الله عليك يا قلبي انكتمت,Negative
انتبه جيدا لمن تحب فبكاء القلب لاصوت له,Negative
تفتح باب يؤذيك حتى ولو كان الطارق شخصا تحبه,Negative
اعتزال اندرتيكر خبر محزن للاسف وداعا اندرتيكر,Negative
السلام عليكم أشياء يفعلها الناس عند الغضب,Negative
جيوب انفيه احمدي ربك اختي ماتنام بسببها كل يوم,Negative
فقيدي هناك صوت ينبعث في أذني كلما تذكرت حديثا لي معك يستفز بداخلي كهل الحنين ف يبكي,Negative
ودي لو مره ارسل تغريده احد يرد علي حلطمه,Negative
وصدقني بعد أن ذهب نجاة القلاف,Negative
احمد منصور يسيء للشعب السعودي كلام جارح فيه الكثير من الواقع المؤلم لحال هذه الامه,Negative
فجاءة حبيت شياطين الانس حياتك,Negative
ربي ان نمت على ضيق فأيقضني على فرح,Negative
أنا كذيا في غرامك تعلقت ترضا علي ابطي معلق كذيا,Negative
ع اني اكره سرور لكن م تمنيت كذا له حرام استودعناه الله حياتك,Negative
للاسف كل حاجه تدعو للكأبه,Negative
اولا ما يخصكم ثانيا كيفي ومحد طلب رايكم واخيرا الله يحفظكم,Negative
في جو الاحباب ابقى أنا وحيد,Negative
انا اكون بافضل حالاتي اذا اذا بعدت عن اهلب,Negative
شفتم النصر بدون مدرب كيف النصر والهلال,Negative
يا لحبنا كيف اتى وكيف رحل,Negative
أنا من كتر ما خفت عليكي خفت حتى إن أنا أتكلم معاكي,Negative
مرحوم يا أغلى من ذبحني رحيله,Negative
اعتزلت الكتابه منذ مده والسبب ببساطه لا أريد الكتابة عنك,Negative
الله يجمعني معاك بفردوسه الأعلى يارب,Negative
ام كثير مش فاكرة خصوصا في الثانوي,Negative
الجو يشجع علي الدوام صراحه,Negative
حتى ب أحلام دخل السوشي كذا كثير يا اميره,Negative
اول مره فعليآ اتمنى العام يرجع,Negative
العبادة والتراويح اكثر شي متحمس له برمضان,Negative
راسمين الرئة اليمين في اليسار قلبي قاعد يعورني,Negative
نعم أننا الرعاع من نقذوكم ونقذوا الوطن ذات يوما,Negative
الشعب هو الروح بالنسبة لنا والدنا سلطان أبناؤك يناشدونك,Negative
ومن لايتقبل الفشل فلا يستحق النجاح الحمدالله على كل حال,Negative
لاشيء سوى أني اشتقت إليك ياوالدي وفاة أستاذنا الشاعر حسين الفايز,Negative
ودودون في صحراء غير ودودة,Negative
مهما بلغت من الرشد أعلاه ومن العقل أتمه ومن الحاجة اكتفاء تبقى حاجتك لأمك باقية الله يرحم امي,Negative
اشتقت لطلعات الفطور مع صديقاتي اجمل الصباحات كانت,Negative
أدركت مؤخرا أن لا أحد لأحد كل من حولك لا تأخذك الظنون أنه سيكون معك في جميع تقلباتك هو لديه الأهم وأنت لديك وهم فقط عاملهم بلطف وأمض,Negative
في اللحظة التي عثرت فيها على جميع الاجوبة تغيرت كل الأسئلة,Negative
شكلي بديت اكره تويتر لا ياسوسن لا هذا ابنك اوعي اوعي,Negative
اليوفي يعيد هيبة الطليان التي غابت مع غياب كبيرها الميلان يوفنتوس برشلونه,Negative
قلب واحد للدعم من يستهين بقدرات النساء أتمنى أن تعاد طفولته من غير أم,Negative
هو الغائب الذي لا يحضر وآنا المشتاق الذي لا أنسى,Negative
من حبي فيك سميت ابني سأفتقدك سأفتقد محبتك الصافية سأفتقد عينيك تلمعان وانت تنظر لي قائلا أسمى بأفتخار,Negative
هل يقوى قلبك على الرحيل النصر,Negative
من كثر ماني متوتر أصحبت غير متوتر برشلونة يوفنتوس,Negative
لقد أصبحت يدي مرتعشه دائما من شدة المرض حزينه جدا اقسم بالله لمرضك لا لا استطيع رسم الايلينر الآن,Negative
سنتخطى عثرات الحياة ونبقى على يقين بأن الاقدار كلها خيره مهماكانت قاسيه,Negative
تعبت اكون شخص بخير وانا من داخلي مهلك,Negative
اليوم العالمي للمجاملة هل جاملت شخصا اليوم لاآ أبدا الصراآحة تملأ جوي,Negative
المريسل يعتزل الاعلام اكثر انسان كريه ولا يطاق الله لايرده,Negative
الحياة سألت الموت لماذا البشر يحبونني ويكرهونك أجاب الموت لآنك كذبة جميله وأنا حيقيقه مؤلمة يارب امتني وانت راضي عني,Negative
بانتظارك فاتتني المباراة,Negative
اكره العبرة لاوقفت بحلقي,Negative
نظرتك للحب من طرف واحد يعتبر إذلال لانك تحبه ويحب غيرك تهتم فيه وله ويهتم بغيرك تحاول تسعده وهو يسعد غيرك,Negative
حظك وحش يا شيكا و الله,Negative
روحي لك الفدا عزيزي آية الله قاسم,Negative
في خاطري أسألك حاجتين لو عكسنا الدور ترضيك أفعالك ء,Negative
سنعتاد ثم ننسى ثم نصبح بخير فلا دآعي للمبالغه,Negative
أسر عليك عتبا ليس يبقى وأضمر فيك غيظا لا يبيت وما ردي على الواشين إلا رضيت بجور مالكتي رضيت,Negative
قال عبدالمجيد مانقصني شيء غير أني اشوفك ودون شوفك ناقصه أشيا كثيره,Negative
يارب بركة بالوقت و الحفظ,Negative
يوم من الأيام سأذهب إلى اليابان,Negative
لاا تواسي احد لانن بينقلب ضدك,Negative
لتنشق الارض و ادخل فيها,Negative
حركة النقل الخارجي من سنوات وهذي السنة ارقامي زادت كيف,Negative
كل الاشياء تجيد الرحيل الا الحنين,Negative
أحتاج معجزة ترضي خاطري من كل النواحي,Negative
ضحكة شفاهك تبري القلب العليل,Negative
كرامتك اكبر من انك تفضل مع شخص بيعاملك علي حسب مزاجه,Negative
في تسعين مليون بني آدم مصري غير السوريين في الشارع,Negative
اكتئاب يوم الأحد و التوقيت الصيفي و الفشل في إعادة الرسم,Negative
